3 36 167
0 0 0
0 0 1
0 1 0
0 1 1
1 0 0
1 0 1
1 1 0
1 1 1
0.66963305765164682 0.28422430789028297 0.48604058997509836
0.30041321358467854 0.35517569771522073 0.096399941248548782
0.17692014132681977 0.26518581983372602 0.91256055440147088
0.65373482766203539 0.55081272859429831 0.28801605481915338
0.32466242401970891 0.06286997015576623 0.86361352913891498
0.8542061698902107 0.44500254813581142 0.23178729218936911
0.68921552606839431 0.86403802718163114 0.89855284340088182
0.69936078357675258 0.071239358530144958 0.75181376493395913
0.52155025270419852 0.62568304585685874 0.38838662143511105
0.11235239473193426 0.48115976958983664 0.98877454359570527
0.55183048143707003 0.2283589933384278 0.46206213259903139
0.76794250256038565 0.17306697138936988 0.33185518379800838
0.86772200212856887 0.056739282198856045 0.25635857566299236
0.37913358953570109 0.79192362544891026 0.49132018654549059
0.24401738543116036 0.097430049674816499 0.027703500355597321
0.14236359114246999 0.58837277186042924 0.44939917826042708
0.40940036012557102 0.32793179887469259 0.54101200844524611
0.37778164107391099 0.8497072061103792 0.96155477357387675
0.10849121688388275 0.069034345602508429 0.63346535170245288
0.4344734702822286 0.38153159011333027 0.94288359339213179
0.51641076545504372 0.39957383669618507 0.42241893668947161
0.61948854697648936 0.98221746004053212 0.8594229422803733
0.55095489797688302 0.054300938223484585 0.16770617315277203
0.4090520268605834 0.44645218383482188 0.070941259397234058
0.3471990805273113 0.4268421285125914 0.71729459857710409
0.46404366511014372 0.64742631886531377 0.66871445977444699
0.13645764250002179 0.67173189461834182 0.55161460679875607
0.42774318021009194 0.87770040238309299 0.73896904310756528
26 30 1 0
26 23 1 0
29 21 6 2
29 25 3 7
31 19 30 28
31 19 11 28
31 23 21 2
34 26 23 1
34 23 3 2
34 21 3 2
34 23 21 2
34 23 3 1
12 26 30 1
20 30 5 4
8 19 11 28
16 29 21 6
16 29 11 6
16 21 6 2
16 31 6 2
16 31 11 6
16 31 21 2
16 31 11 28
16 8 11 28
16 31 23 28
16 31 23 21
35 29 25 3
35 34 21 3
35 34 25 3
35 29 3 2
35 21 3 2
35 29 21 2
35 16 29 21
13 31 6 4
13 31 11 6
13 31 19 11
13 20 5 4
13 31 30 4
13 31 19 30
13 20 19 5
13 20 30 4
13 20 19 30
13 8 5 7
13 8 19 5
13 8 19 11
9 23 2 0
9 31 23 2
9 26 23 0
9 31 23 28
9 31 30 28
27 12 5 1
15 20 30 5
15 30 5 1
15 12 5 1
15 12 30 1
15 20 19 5
15 20 19 30
15 8 19 5
15 27 12 5
15 12 26 30
14 16 29 11
14 35 16 29
14 29 6 7
14 29 11 6
14 13 8 7
14 13 8 11
14 13 6 7
14 13 11 6
14 29 25 7
14 27 25 7
14 15 27 8
14 35 29 25
14 8 5 7
14 15 8 5
14 27 5 7
14 15 27 5
33 34 23 21
33 16 23 21
33 35 34 21
33 16 8 28
33 35 16 21
33 35 34 25
33 14 27 8
33 14 35 16
33 14 35 25
33 14 27 25
33 16 8 11
33 14 8 11
33 14 16 11
22 9 2 0
22 9 31 2
22 31 6 2
22 31 6 4
22 9 31 30
22 30 4 0
22 31 30 4
22 26 30 0
22 9 26 0
24 9 23 28
24 9 26 23
24 22 9 26
24 33 8 28
24 15 27 12
24 15 27 8
24 16 23 28
24 33 16 28
24 33 16 23
32 33 27 25
32 24 12 26
32 24 27 12
32 24 26 23
32 33 34 23
32 24 33 23
32 33 27 8
32 24 27 8
32 24 33 8
17 27 5 1
17 25 3 7
17 27 5 7
17 27 25 7
17 32 27 25
17 34 3 1
17 34 25 3
17 34 26 1
17 33 34 25
17 32 33 25
17 32 33 34
17 34 26 23
18 24 15 8
18 15 19 30
18 15 8 19
18 24 8 28
18 15 26 30
18 19 30 28
18 8 19 28
18 9 30 28
18 24 9 28
18 22 26 30
18 24 22 26
18 15 12 26
18 24 12 26
18 24 15 12
18 22 9 30
18 24 22 9
10 32 27 12
10 17 32 27
10 27 12 1
10 17 27 1
10 32 12 26
10 12 26 1
10 17 26 1
10 32 26 23
10 17 26 23
10 32 34 23
10 17 34 23
10 17 32 34
30 1 4 0
30 5 1 4
23 3 1 2
23 1 2 0
29 6 7 2
29 3 7 2
13 5 7 4
13 6 7 4
22 6 2 4
22 2 4 0
17 3 7 1
17 5 7 1
